Customer ID,Age,State,Gender,Device_Count,Active_Months,Total_Purchases,Avg_Unit_Price,Total_Revenue,Avg_Satisfaction_Rate,Primary_Review,Customer_Tenure_Months,Avg_Data_Usage_GB,Total_Data_Usage_GB,Avg_GB_Purchased,Total_GB_Purchased,Primary_Plan_Type,Churn_Status,Reasons_for_Churn,Churn,Usage_vs_Purchased_Ratio,Revenue_per_Purchase,Tenure_Bucket,Is_Multi_Device
CUST0144,76,Akwa Ibom,Male,3,1,51,8533.333333333334,482800,3.0,Good,60,134.36333333333332,403.09,32.166666666666664,1824.5,Monthly,No,,0,0.22093176212661,9466.666666666666,37+,Yes
CUST0145,65,Adamawa,Female,2,1,23,9000.0,113500,1.0,Poor,25,84.02000000000001,168.04000000000002,33.5,320.0,Monthly,No,,0,0.5251250000000001,4934.782608695652,25-36,Yes
CUST0146,57,Kano,Female,2,1,23,18750.0,240000,4.0,Very Good,51,88.655,177.31,160.0,1300.0,Monthly,Yes,Relocation,1,0.1363923076923077,10434.782608695652,37+,Yes
CUST0147,50,Plateau,Female,1,1,15,9000.0,135000,4.0,Very Good,46,188.62,188.62,30.0,450.0,Monthly,No,,0,0.4191555555555555,9000.0,37+,No
CUST0148,50,Anambra,Male,3,1,28,33333.333333333336,1317000,4.0,Very Good,6,64.62666666666667,193.88,191.0666666666667,7629.6,2-Day,No,,0,0.02541155499633,47035.71428571428,0-6,Yes
CUST0149,26,Imo,Male,2,1,12,7750.0,52500,2.0,Fair,44,47.08,94.16,31.6,208.8,2-Day,Yes,Costly Data Plans,1,0.4509578544061302,4375.0,37+,Yes
CUST0150,48,Imo,Female,1,1,13,3500.0,45500,4.0,Very Good,39,168.4,168.4,7.0,91.0,Monthly,Yes,Costly Data Plans,1,1.8505494505494504,3500.0,37+,No
CUST0151,72,Bayelsa,Female,3,1,36,6500.0,188000,3.0,Good,53,135.18333333333334,405.55,23.666666666666668,666.0,Monthly,No,,0,0.6089339339339339,5222.222222222223,37+,Yes
CUST0152,62,Delta,Male,2,1,8,8250.0,64500,5.0,Excellent,38,150.55,301.1,22.5,175.0,Monthly,Yes,High Call Tarriffs,1,1.7205714285714286,8062.5,37+,Yes
CUST0153,46,Edo,Male,2,1,26,7750.0,199000,4.0,Very Good,46,171.495,342.99,23.25,591.0,Monthly,Yes,Relocation,1,0.5803553299492386,7653.846153846154,37+,Yes
CUST0154,26,Anambra,Male,1,1,14,3500.0,49000,2.0,Fair,43,193.16,193.16,7.0,98.0,Monthly,No,,0,1.9710204081632647,3500.0,37+,No
CUST0155,17,Anambra,Female,2,1,13,5000.0,61500,4.0,Very Good,15,140.48000000000002,280.96000000000004,11.25,137.5,Monthly,No,,0,2.043345454545455,4730.769230769231,13-24,Yes
CUST0156,34,Ekiti,Female,2,1,17,17750.0,142500,2.0,Fair,22,79.22,158.44,156.25,787.5,Monthly,No,,0,0.2011936507936507,8382.35294117647,13-24,Yes
CUST0157,18,Bayelsa,Male,2,1,27,2550.0,66900,2.0,Fair,44,42.22,84.44,5.75,151.0,2-Day,No,,0,0.559205298013245,2477.777777777778,37+,Yes
CUST0159,29,Adamawa,Male,2,1,32,39250.0,970000,2.0,Fair,24,118.605,237.21,228.5,5540.0,3-Month,No,,0,0.0428176895306859,30312.5,13-24,Yes
CUST0160,74,Enugu,Female,1,1,5,20000.0,100000,2.0,Fair,59,37.02,37.02,150.0,750.0,Monthly,No,,0,0.04936,20000.0,37+,No
CUST0161,65,Kogi,Male,3,1,27,23000.0,719000,4.0,Very Good,37,133.25666666666666,399.77,131.66666666666666,5020.0,Monthly,Yes,High Call Tarriffs,1,0.0796354581673306,26629.62962962963,37+,Yes
CUST0162,33,Benue,Female,2,1,10,2550.0,41100,4.0,Very Good,36,37.88,75.76,5.75,91.5,2-Day,No,,0,0.8279781420765028,4110.0,25-36,Yes
CUST0163,52,Abuja (FCT),Female,3,1,24,26333.33333333333,698000,5.0,Excellent,37,140.48000000000002,421.44000000000005,145.0,3750.0,Monthly,No,,0,0.112384,29083.33333333333,37+,Yes
CUST0164,20,Nasarawa,Female,1,1,19,4500.0,85500,4.0,Very Good,23,162.24,162.24,10.0,190.0,Monthly,No,,0,0.8538947368421053,4500.0,13-24,No
CUST0165,70,Abuja (FCT),Male,3,1,41,15500.0,532500,2.0,Fair,51,69.12666666666667,207.38,122.0,3927.0,Monthly,No,,0,0.0528087598675834,12987.80487804878,37+,Yes
CUST0166,51,Borno,Male,3,1,25,16666.666666666668,242000,3.0,Good,16,81.56,244.68,75.33333333333333,1048.0,Monthly,No,,0,0.2334732824427481,9680.0,13-24,Yes
CUST0167,74,Yobe,Female,2,1,25,47500.0,1270000,1.0,Poor,38,71.58,143.16,300.0,7950.0,3-Month,No,,0,0.0180075471698113,50800.0,37+,Yes
CUST0168,59,Borno,Female,2,1,6,13750.0,57500,1.0,Poor,51,64.7,129.4,85.0,250.0,Monthly,Yes,High Call Tarriffs,1,0.5176000000000001,9583.333333333334,37+,Yes
CUST0169,36,Akwa Ibom,Male,3,1,15,8133.333333333333,132700,3.0,Good,42,106.56,319.68,29.166666666666668,447.5,Monthly,Yes,High Call Tarriffs,1,0.7143687150837988,8846.666666666666,37+,Yes
CUST0170,44,Bauchi,Female,2,1,15,8500.0,60000,3.0,Good,1,33.63,67.26,34.1,233.4,2-Day,No,,0,0.2881748071979434,4000.0,0-6,Yes
CUST0171,33,Jigawa,Male,1,1,7,35000.0,245000,1.0,Poor,42,70.56,70.56,165.0,1155.0,Monthly,No,,0,0.061090909090909,35000.0,37+,No
CUST0172,68,Nasarawa,Male,3,1,17,12166.666666666666,124000,2.0,Fair,6,147.77333333333334,443.32,50.66666666666666,376.0,Monthly,No,,0,1.1790425531914894,7294.117647058823,0-6,Yes
CUST0173,42,Bauchi,Male,1,1,16,7500.0,120000,3.0,Good,48,22.99,22.99,20.0,320.0,Monthly,No,,0,0.07184375,7500.0,37+,No
CUST0174,17,Gombe,Female,2,1,3,2500.0,5500,5.0,Excellent,9,80.61,161.22,5.5,12.0,Daily,No,,0,13.435,1833.3333333333333,7-12,Yes
CUST0175,80,Cross River,Female,2,1,23,11200.0,142800,1.0,Poor,28,83.60333333333334,250.81,48.833333333333336,554.5,Monthly,No,,0,0.4523174030658251,6208.695652173913,25-36,Yes
CUST0176,71,Imo,Male,3,1,26,10500.0,295500,4.0,Very Good,16,46.63333333333333,139.9,37.16666666666666,1078.5,Monthly,Yes,Relocation,1,0.1297171998145572,11365.384615384615,13-24,Yes
CUST0177,63,Borno,Female,2,1,36,10500.0,397000,1.0,Poor,47,76.22,152.44,76.6,2904.4,2-Day,No,,0,0.0524858834871229,11027.777777777776,37+,Yes
CUST0178,23,Yobe,Male,3,1,19,28116.666666666668,463200,3.0,Good,24,121.85666666666668,365.57,160.16276041666666,2735.859375,3-Month,No,,0,0.1336216339701305,24378.947368421053,13-24,Yes
CUST0179,69,Osun,Female,3,1,30,14833.333333333334,592000,3.0,Good,16,136.38,409.14,114.16666666666669,5315.0,Monthly,Yes,Poor Network,1,0.0769783631232361,19733.33333333333,13-24,Yes
CUST0180,27,Sokoto,Male,1,1,34,4675.0,150300,3.0,Good,24,132.585,265.17,12.744140625,408.7890625,Daily,No,,0,0.6486719541328237,4420.588235294118,13-24,No
CUST0181,35,Lagos,Female,3,1,20,12666.666666666666,288000,5.0,Excellent,2,103.32666666666668,309.98,48.333333333333336,1160.0,Monthly,No,,0,0.2672241379310345,14400.0,0-6,Yes
CUST0182,51,Katsina,Male,2,1,30,15500.0,407000,5.0,Excellent,59,121.99,243.98,151.6,3954.4,2-Day,No,,0,0.061698361319037,13566.666666666666,37+,Yes
CUST0183,23,Kwara,Male,2,1,22,77250.0,535500,3.0,Good,16,41.205,82.41,773.0,4798.0,Monthly,No,,0,0.0171759066277615,24340.90909090909,13-24,Yes
CUST0184,35,Anambra,Male,3,1,25,16333.333333333334,362000,3.0,Good,29,56.09333333333333,168.28,71.66666666666667,1495.0,Monthly,No,,0,0.112561872909699,14480.0,25-36,Yes
CUST0185,27,Imo,Female,1,1,18,5500.0,99000,3.0,Good,26,111.41,111.41,12.5,225.0,Monthly,Yes,Poor Customer Service,1,0.4951555555555555,5500.0,25-36,No
CUST0186,28,Sokoto,Male,1,1,12,4500.0,54000,1.0,Poor,52,164.82,164.82,10.0,120.0,Monthly,Yes,Better Offers from Competitors,1,1.3735,4500.0,37+,No
CUST0187,49,Kaduna,Male,1,1,15,20000.0,300000,4.0,Very Good,5,9.02,9.02,150.0,2250.0,Monthly,No,,0,0.0040088888888888,20000.0,0-6,No
CUST0188,37,Kwara,Female,1,1,9,14500.0,130500,4.0,Very Good,32,181.71,181.71,60.0,540.0,Monthly,No,,0,0.3365,14500.0,25-36,No
CUST0189,73,Plateau,Male,3,1,49,11666.666666666666,608000,3.0,Good,40,110.65333333333336,331.96000000000004,70.33333333333333,3644.0,Monthly,No,,0,0.0910976948408342,12408.163265306122,37+,Yes
CUST0190,64,Ekiti,Female,3,1,45,11800.0,654900,3.0,Good,35,57.96000000000001,173.88000000000002,104.16666666666669,6130.0,Monthly,No,,0,0.0283654159869494,14553.333333333334,25-36,Yes
CUST0191,61,Osun,Male,3,1,18,13200.0,195600,2.0,Fair,7,139.20000000000002,417.6,108.83333333333331,1841.5,Monthly,Yes,Better Offers from Competitors,1,0.2267716535433071,10866.666666666666,7-12,Yes
CUST0192,34,Benue,Female,1,1,1,20000.0,20000,2.0,Fair,35,120.53,120.53,150.0,150.0,Monthly,No,,0,0.8035333333333333,20000.0,25-36,No
CUST0193,77,Lagos,Female,1,1,19,9000.0,171000,2.0,Fair,59,4.87,4.87,30.0,570.0,Monthly,No,,0,0.0085438596491228,9000.0,37+,No
CUST0194,30,Bauchi,Female,2,1,20,32500.0,630000,4.0,Very Good,5,162.595,325.19,232.5,5190.0,Monthly,No,,0,0.0626570327552986,31500.0,0-6,Yes
CUST0195,44,Enugu,Female,3,1,27,9866.666666666666,113500,2.0,Fair,20,92.45,277.35,40.5,450.0,Monthly,Yes,Poor Network,1,0.6163333333333334,4203.703703703704,13-24,Yes
CUST0196,60,Niger,Male,2,1,19,12500.0,199000,3.0,Good,41,40.265,80.53,47.5,710.0,Monthly,No,,0,0.1134225352112676,10473.684210526317,37+,Yes
CUST0197,37,Kogi,Female,1,1,3,350.0,1050,3.0,Good,57,32.95,32.95,0.48828125,1.46484375,Daily,No,,0,22.49386666666667,350.0,37+,No
CUST0198,53,Kano,Female,2,1,23,20500.0,548000,1.0,Poor,17,114.325,228.65,132.5,4195.0,Monthly,No,,0,0.0545053635280095,23826.08695652174,13-24,Yes
CUST0199,19,Kwara,Male,1,1,18,4500.0,81000,2.0,Fair,39,139.59,139.59,10.0,180.0,Monthly,Yes,Costly Data Plans,1,0.7755,4500.0,37+,No
CUST0200,52,Abia,Male,2,1,23,19500.0,627000,4.0,Very Good,7,83.065,166.13,162.5,6075.0,Monthly,No,,0,0.0273465020576131,27260.869565217392,7-12,Yes
CUST0201,41,Anambra,Male,2,1,22,15250.0,338500,3.0,Good,14,111.5,223.0,62.5,1385.0,Monthly,No,,0,0.1610108303249097,15386.363636363636,13-24,Yes
CUST0202,63,Jigawa,Female,2,1,22,8500.0,82000,1.0,Poor,12,82.22,164.44,34.1,317.6,2-Day,Yes,Fast Data Consumption,1,0.5177581863979849,3727.272727272728,7-12,Yes
CUST0203,45,Oyo,Female,2,1,19,7750.0,128500,5.0,Excellent,53,65.35499999999999,130.70999999999998,20.75,330.5,Monthly,No,,0,0.3954916792738274,6763.1578947368425,37+,Yes
CUST0204,31,Nasarawa,Male,1,1,5,350.0,1750,2.0,Fair,11,199.46,199.46,0.48828125,2.44140625,Daily,Yes,Fast Data Consumption,1,81.69881600000001,350.0,7-12,No
CUST0205,56,Kaduna,Male,2,1,23,10500.0,301500,5.0,Excellent,25,93.4,186.8,38.25,1206.0,Monthly,No,,0,0.1548922056384742,13108.695652173914,25-36,Yes
CUST0206,29,Anambra,Female,2,1,18,12300.0,315000,4.0,Very Good,56,88.69,177.38,60.75,1567.5,2-Day,Yes,High Call Tarriffs,1,0.1131610845295055,17500.0,37+,Yes
CUST0207,66,Bayelsa,Male,1,1,16,24000.0,384000,3.0,Good,4,62.53,62.53,120.0,1920.0,Monthly,No,,0,0.0325677083333333,24000.0,0-6,No
CUST0208,45,Borno,Female,3,1,32,13833.333333333334,442000,3.0,Good,48,146.01666666666668,438.05,75.83333333333333,2640.0,Monthly,Yes,Fast Data Consumption,1,0.1659280303030303,13812.5,37+,Yes
CUST0209,55,Zamfara,Female,1,1,2,20000.0,40000,2.0,Fair,9,7.1,7.1,150.0,300.0,Monthly,Yes,Better Offers from Competitors,1,0.0236666666666666,20000.0,7-12,No
CUST0210,41,Akwa Ibom,Female,1,1,20,20000.0,400000,5.0,Excellent,53,74.81,74.81,150.0,3000.0,Monthly,No,,0,0.0249366666666666,20000.0,37+,No
CUST0211,38,Taraba,Female,2,1,41,6450.0,316400,3.0,Good,23,78.69333333333334,236.08,23.49609375,1226.8359375,Monthly,No,,0,0.192429967841564,7717.073170731707,13-24,Yes
CUST0212,18,Lagos,Female,1,1,10,4500.0,45000,2.0,Fair,59,121.86,121.86,10.0,100.0,Monthly,No,,0,1.2186,4500.0,37+,No
CUST0213,70,Jigawa,Female,3,1,25,13133.333333333334,237300,2.0,Fair,30,58.61333333333334,175.84,60.833333333333336,1050.0,Monthly,No,,0,0.1674666666666666,9492.0,25-36,Yes
CUST0214,51,Edo,Female,1,1,1,3500.0,3500,5.0,Excellent,13,136.31,136.31,7.0,7.0,Monthly,No,,0,19.472857142857144,3500.0,13-24,No
CUST0215,53,Edo,Female,2,1,22,21833.33333333333,555000,1.0,Poor,26,92.79333333333334,278.38,100.5,2559.0,Monthly,No,,0,0.1087846815162172,25227.272727272728,25-36,Yes
CUST0216,32,Edo,Male,3,1,45,20300.0,827100,1.0,Poor,44,132.04999999999998,396.15,122.5,4687.5,Monthly,Yes,Poor Customer Service,1,0.0845119999999999,18380.0,37+,Yes
CUST0217,76,Benue,Male,1,1,19,4500.0,85500,5.0,Excellent,56,68.86,68.86,10.0,190.0,Monthly,Yes,Poor Network,1,0.3624210526315789,4500.0,37+,No
CUST0218,34,Niger,Male,1,1,9,9000.0,81000,4.0,Very Good,50,1.44,1.44,30.0,270.0,Monthly,No,,0,0.0053333333333333,9000.0,37+,No
CUST0219,37,Abuja (FCT),Female,3,1,20,11666.666666666666,440500,2.0,Fair,51,124.91,374.73,74.16666666666667,3435.0,Monthly,No,,0,0.1090917030567685,22025.0,37+,Yes
CUST0220,18,Lagos,Male,1,1,10,900.0,9000,3.0,Good,15,59.99,59.99,2.5,25.0,2-Day,Yes,Fast Data Consumption,1,2.3996,900.0,13-24,No
CUST0221,59,Kwara,Male,1,1,5,900.0,4500,3.0,Good,22,46.07,46.07,2.5,12.5,2-Day,No,,0,3.6856,900.0,13-24,No
CUST0222,18,Zamfara,Male,1,1,1,900.0,900,1.0,Poor,8,132.56,132.56,2.5,2.5,2-Day,No,,0,53.024,900.0,7-12,No
CUST0223,30,Kogi,Female,1,1,4,16000.0,64000,5.0,Excellent,25,60.57,60.57,65.0,260.0,Monthly,Yes,High Call Tarriffs,1,0.2329615384615384,16000.0,25-36,No
CUST0224,50,Borno,Female,1,1,16,20000.0,320000,5.0,Excellent,54,157.06,157.06,150.0,2400.0,Monthly,No,,0,0.0654416666666666,20000.0,37+,No
CUST0225,41,Edo,Male,2,1,5,22000.0,71000,3.0,Good,23,100.475,200.95,97.5,285.0,Monthly,Yes,Relocation,1,0.7050877192982455,14200.0,13-24,Yes
CUST0226,35,Katsina,Male,2,1,18,83000.0,1092000,3.0,Good,47,90.505,181.01,800.5,9996.0,Monthly,No,,0,0.0181082432973189,60666.66666666666,37+,Yes
CUST0227,70,Delta,Male,3,1,33,22000.0,716000,1.0,Poor,55,96.36333333333332,289.09,156.06666666666666,5420.2,Monthly,No,,0,0.0533356702704697,21696.969696969696,37+,Yes
CUST0228,50,Jigawa,Female,3,1,34,15000.0,428500,2.0,Fair,52,113.80666666666666,341.42,90.83333333333331,2122.5,Monthly,Yes,High Call Tarriffs,1,0.1608574793875147,12602.941176470587,37+,Yes
CUST0229,78,Delta,Female,1,1,20,9000.0,180000,1.0,Poor,29,104.06,104.06,25.0,500.0,Monthly,Yes,Costly Data Plans,1,0.20812,9000.0,25-36,No
CUST0230,71,Imo,Female,3,1,41,16533.333333333332,618600,2.0,Fair,23,77.94666666666667,233.84,107.16666666666669,3744.0,Monthly,No,,0,0.0624572649572649,15087.80487804878,13-24,Yes
CUST0231,80,Osun,Female,2,1,31,10166.666666666666,230000,1.0,Poor,26,65.39333333333333,196.18,35.833333333333336,685.0,Monthly,No,,0,0.2863941605839416,7419.354838709677,25-36,Yes
CUST0232,54,Zamfara,Male,1,1,20,35000.0,700000,3.0,Good,42,66.73,66.73,165.0,3300.0,Monthly,No,,0,0.0202212121212121,35000.0,37+,No
CUST0233,62,Nasarawa,Male,3,1,27,13833.333333333334,309000,1.0,Poor,7,29.793333333333333,89.38,75.83333333333333,1530.0,Monthly,No,,0,0.0584183006535947,11444.444444444443,7-12,Yes
CUST0234,31,Kebbi,Male,1,1,19,14500.0,275500,3.0,Good,30,91.75,91.75,60.0,1140.0,Monthly,Yes,Fast Data Consumption,1,0.0804824561403508,14500.0,25-36,No
CUST0235,33,Yobe,Male,3,1,42,14866.666666666666,811000,5.0,Excellent,34,133.54,400.62,90.5,5047.5,Monthly,No,,0,0.0793699851411589,19309.52380952381,25-36,Yes
CUST0236,69,Imo,Female,1,1,17,35000.0,595000,3.0,Good,26,120.7,120.7,165.0,2805.0,Monthly,No,,0,0.043030303030303,35000.0,25-36,No
CUST0237,56,Ondo,Male,1,1,12,9000.0,108000,3.0,Good,14,142.22,142.22,25.0,300.0,Monthly,No,,0,0.4740666666666666,9000.0,13-24,No
CUST0238,69,Adamawa,Female,1,1,2,600.0,1200,1.0,Poor,57,11.09,11.09,1.5,3.0,2-Day,No,,0,3.6966666666666663,600.0,37+,No
CUST0239,50,Abuja (FCT),Female,3,1,40,16450.0,538300,2.0,Fair,44,161.72666666666666,485.18,106.82942708333331,2968.7890625,Monthly,No,,0,0.1634269022776016,13457.5,37+,Yes
CUST0240,46,Zamfara,Female,3,1,39,12833.333333333334,609000,4.0,Very Good,45,141.49666666666667,424.49,54.16666666666666,2760.0,Monthly,No,,0,0.1538007246376811,15615.384615384615,37+,Yes
CUST0241,40,Cross River,Female,3,1,23,6633.333333333333,175500,2.0,Fair,12,51.74666666666667,155.24,24.166666666666668,642.5,Monthly,No,,0,0.2416186770428015,7630.434782608696,7-12,Yes
CUST0242,35,Niger,Male,3,1,36,19500.0,755500,4.0,Very Good,50,152.54,457.62,85.0,3345.0,Monthly,No,,0,0.1368071748878923,20986.11111111111,37+,Yes
CUST0243,60,Osun,Male,1,1,1,6500.0,6500,3.0,Good,43,164.83,164.83,16.5,16.5,Monthly,No,,0,9.98969696969697,6500.0,37+,No
CUST0244,60,Nasarawa,Male,2,1,22,8250.0,183000,1.0,Poor,58,117.0,234.0,25.0,560.0,Monthly,No,,0,0.4178571428571428,8318.181818181818,37+,Yes
CUST0245,73,Yobe,Male,1,1,7,16000.0,112000,3.0,Good,19,125.57,125.57,65.0,455.0,Monthly,No,,0,0.2759780219780219,16000.0,13-24,No
CUST0246,70,Anambra,Male,1,1,2,14500.0,29000,1.0,Poor,35,143.52,143.52,60.0,120.0,Monthly,No,,0,1.1960000000000002,14500.0,25-36,No
CUST0247,25,Oyo,Male,1,1,13,75000.0,975000,5.0,Excellent,51,77.91,77.91,450.0,5850.0,3-Month,Yes,Better Offers from Competitors,1,0.0133179487179487,75000.0,37+,No
CUST0248,56,Kano,Female,3,1,42,10000.0,368000,5.0,Excellent,44,62.28,186.84,61.06666666666666,2058.0,Monthly,Yes,High Call Tarriffs,1,0.0907871720116618,8761.904761904761,37+,Yes
CUST0249,66,Kano,Female,3,1,31,14966.666666666666,324200,2.0,Fair,11,90.54666666666668,271.64,90.83333333333331,1635.0,Monthly,No,,0,0.1661406727828746,10458.064516129032,7-12,Yes
CUST0250,26,Abia,Male,3,1,46,11166.666666666666,582500,2.0,Fair,48,105.76333333333332,317.29,63.333333333333336,3480.0,Monthly,No,,0,0.0911752873563218,12663.04347826087,37+,Yes
CUST0251,25,Cross River,Male,2,1,11,23000.0,288000,2.0,Fair,17,95.9,191.8,182.5,2595.0,Monthly,No,,0,0.0739113680154142,26181.81818181818,13-24,Yes
CUST0252,56,Yobe,Female,2,1,22,17250.0,303000,5.0,Excellent,22,72.02000000000001,144.04000000000002,155.0,2540.0,Monthly,Yes,Relocation,1,0.0567086614173228,13772.727272727272,13-24,Yes
CUST0253,62,Borno,Female,2,1,25,10500.0,120000,4.0,Very Good,57,102.005,204.01,76.6,814.0,2-Day,No,,0,0.2506265356265356,4800.0,37+,Yes
CUST0254,41,Edo,Male,3,1,25,27666.666666666668,655000,1.0,Poor,47,94.27333333333333,282.82,135.0,3225.0,Monthly,No,,0,0.0876961240310077,26200.0,37+,Yes
CUST0255,66,Osun,Female,2,1,25,4800.0,183000,5.0,Excellent,9,142.13,284.26,15.75,607.5,2-Day,No,,0,0.467917695473251,7320.0,7-12,Yes
CUST0256,36,Enugu,Male,2,1,14,14500.0,258000,3.0,Good,48,89.00999999999999,178.01999999999998,87.5,1850.0,Monthly,Yes,Better Offers from Competitors,1,0.096227027027027,18428.571428571428,37+,Yes
CUST0257,76,Sokoto,Male,3,1,24,14166.666666666666,472500,1.0,Poor,3,89.65333333333332,268.96,110.66666666666669,4121.0,Monthly,No,,0,0.0652657122057752,19687.5,0-6,Yes
CUST0258,67,Ekiti,Female,2,1,15,18000.0,264000,5.0,Excellent,32,66.81,133.62,107.5,1485.0,Monthly,Yes,Poor Customer Service,1,0.0899797979797979,17600.0,25-36,Yes
CUST0259,31,Osun,Female,2,1,19,4800.0,53400,1.0,Poor,52,89.37,178.74,15.75,171.0,2-Day,No,,0,1.045263157894737,2810.5263157894738,37+,Yes
CUST0260,33,Zamfara,Male,3,1,37,55000.0,2606500,1.0,Poor,58,115.17,345.51,532.3333333333334,25423.0,Daily,Yes,Poor Customer Service,1,0.0135904495928883,70445.94594594595,37+,Yes
CUST0261,39,Zamfara,Female,1,1,4,35000.0,140000,4.0,Very Good,11,77.4,77.4,165.0,660.0,Monthly,No,,0,0.1172727272727272,35000.0,7-12,No
CUST0262,41,Bauchi,Female,3,1,21,8166.666666666667,184000,5.0,Excellent,53,120.19666666666666,360.59,25.5,603.0,Monthly,Yes,Fast Data Consumption,1,0.5979933665008291,8761.904761904761,37+,Yes
CUST0263,70,Osun,Female,3,1,27,17833.333333333332,535500,3.0,Good,51,68.21,204.63,128.33333333333334,3590.0,Monthly,No,,0,0.057,19833.33333333333,37+,Yes
CUST0264,31,Bauchi,Male,1,1,9,35000.0,315000,3.0,Good,25,130.49,130.49,165.0,1485.0,Monthly,No,,0,0.0878720538720538,35000.0,25-36,No
CUST0265,70,Gombe,Female,3,1,26,13666.666666666666,466500,2.0,Fair,44,132.67,398.01,108.83333333333331,4088.5,Monthly,No,,0,0.0973486608780726,17942.30769230769,37+,Yes
CUST0266,73,Abuja (FCT),Male,3,1,27,10166.666666666666,250000,3.0,Good,14,119.82,359.46,35.833333333333336,845.0,Monthly,No,,0,0.425396449704142,9259.25925925926,13-24,Yes
CUST0267,26,Rivers,Female,2,1,9,10500.0,114500,5.0,Excellent,60,72.815,145.63,38.25,453.0,Monthly,No,,0,0.3214790286975717,12722.222222222224,37+,Yes
CUST0268,45,Abuja (FCT),Male,1,1,13,75000.0,975000,1.0,Poor,24,70.95,70.95,450.0,5850.0,3-Month,No,,0,0.0121282051282051,75000.0,13-24,No
CUST0269,41,Bauchi,Male,3,1,40,16800.0,779100,1.0,Poor,48,120.01333333333332,360.04,75.83333333333333,3590.0,Monthly,No,,0,0.1002896935933147,19477.5,37+,Yes
CUST0270,29,Kaduna,Female,2,1,24,37833.333333333336,687500,5.0,Excellent,22,161.49333333333334,484.48,207.33333333333331,3870.0,Monthly,No,,0,0.125188630490956,28645.83333333333,13-24,Yes
CUST0271,30,Edo,Male,2,1,22,4675.0,85550,2.0,Fair,25,99.06,198.12,15.244140625,276.34765625,Daily,No,,0,0.7169230334299244,3888.636363636364,25-36,Yes
CUST0272,25,Enugu,Female,2,1,16,9500.0,162000,2.0,Fair,21,123.635,247.27,35.0,610.0,Monthly,No,,0,0.4053606557377049,10125.0,13-24,Yes
CUST0273,45,Benue,Male,1,1,18,14500.0,261000,2.0,Fair,54,122.96,122.96,60.0,1080.0,Monthly,No,,0,0.1138518518518518,14500.0,37+,No
CUST0274,77,Gombe,Female,3,1,22,29666.666666666668,634000,4.0,Very Good,32,89.68,269.04,195.0,5250.0,Monthly,Yes,Better Offers from Competitors,1,0.0512457142857142,28818.18181818182,25-36,Yes
CUST0275,31,Bauchi,Female,2,1,17,17250.0,306000,1.0,Poor,21,116.345,232.69,155.0,2780.0,Monthly,No,,0,0.0837014388489208,18000.0,13-24,Yes
CUST0276,76,Bayelsa,Female,2,1,27,14250.0,492000,4.0,Very Good,12,143.14,286.28000000000003,65.0,2360.0,Monthly,Yes,High Call Tarriffs,1,0.1213050847457627,18222.222222222223,7-12,Yes
CUST0277,50,Imo,Female,1,1,16,900.0,14400,2.0,Fair,55,35.73,35.73,2.5,40.0,2-Day,Yes,High Call Tarriffs,1,0.8932499999999999,900.0,37+,No
CUST0278,56,Yobe,Female,1,1,4,9000.0,36000,4.0,Very Good,17,95.57,95.57,25.0,100.0,Monthly,Yes,Poor Customer Service,1,0.9557,9000.0,13-24,No
CUST0279,58,Edo,Female,2,1,27,14750.0,470000,3.0,Good,24,130.62,261.24,105.0,3500.0,Monthly,Yes,Poor Network,1,0.07464,17407.40740740741,13-24,Yes
CUST0280,73,Katsina,Female,1,1,20,9000.0,180000,4.0,Very Good,40,84.65,84.65,25.0,500.0,Monthly,No,,0,0.1693,9000.0,37+,No
CUST0281,25,Katsina,Male,2,1,32,39250.0,1184500,3.0,Good,22,102.16,204.32,228.5,6869.0,3-Month,No,,0,0.0297452322026495,37015.625,13-24,Yes
CUST0282,68,Abuja (FCT),Male,3,1,33,13166.666666666666,386000,2.0,Fair,55,19.42333333333333,58.27,61.06666666666666,1851.2,Monthly,No,,0,0.0314768798617113,11696.969696969696,37+,Yes
CUST0283,26,Anambra,Female,2,1,21,17250.0,337500,1.0,Poor,40,87.17,174.34,105.0,1800.0,Monthly,No,,0,0.0968555555555555,16071.42857142857,37+,Yes
CUST0284,20,Ekiti,Female,3,1,51,21866.666666666668,1179000,4.0,Very Good,56,139.07333333333335,417.22,155.5,8392.5,Monthly,No,,0,0.0497134346142389,23117.647058823528,37+,Yes
CUST0285,60,Taraba,Male,2,1,33,22000.0,728000,4.0,Very Good,52,35.86,71.72,135.0,4440.0,Monthly,No,,0,0.0161531531531531,22060.60606060606,37+,Yes
CUST0286,17,Yobe,Female,2,1,24,5000.0,114000,4.0,Very Good,20,80.945,161.89,11.25,255.0,Monthly,No,,0,0.6348627450980392,4750.0,13-24,Yes
CUST0287,64,Osun,Female,3,1,16,28333.33333333333,292500,2.0,Fair,6,63.17,189.51,157.5,1502.5,Monthly,No,,0,0.1261297836938436,18281.25,0-6,Yes
CUST0288,40,Niger,Male,2,1,24,79500.0,1344000,5.0,Excellent,10,88.06,176.12,783.0,12768.0,Monthly,Yes,Poor Network,1,0.0137938596491228,56000.0,7-12,Yes
CUST0289,59,Kogi,Female,1,1,5,20000.0,100000,3.0,Good,51,168.79,168.79,150.0,750.0,Monthly,No,,0,0.2250533333333333,20000.0,37+,No
